saison,team_id,CC1_npxg,CC1d_npxg_gegen,npxg_diff,CC2_box_zugriffsrate,CC2d_box_zugriffsrate_gegen,CC3_abschlussqualitaet,CC3d_abschlussqualitaet_gegen,wy_totals_general_shots,schuesse_gegen,xpoints,spiele,punkte,tore,gegentore,tordifferenz,ppg,platz,aufsteiger,relegation,top3,top6,team
2020/21,2455,1.5688029411764706,1.1407264705882354,0.42807647058823534,0.12525942535579668,0.09842744044236558,0.13332352941176473,0.10882352941176471,12.264705882352942,10.558823529411764,1.6749411764705882,34,42,53,51,2,1.2352941176470589,13,0,0,0,0,Hannover 96
2020/21,2458,1.25325,1.309885294117647,-0.05663529411764701,0.11177549502407796,0.1139060231993172,0.10638235294117647,0.12823529411764706,12.617647058823529,11.558823529411764,1.2503617647058822,34,44,46,51,-5,1.2941176470588236,11,0,0,0,0,Nürnberg
2020/21,2468,1.1987705882352941,1.6967382352941176,-0.49796764705882346,0.09933929859198005,0.13162530825530178,0.11155882352941177,0.13614705882352943,10.676470588235293,13.705882352941176,1.0225882352941176,34,44,44,53,-9,1.2941176470588236,12,0,0,0,0,Erzgebirge Aue
2020/21,2469,1.668014705882353,1.1292205882352941,0.5387941176470588,0.1303759268000637,0.09740778188165822,0.13320588235294117,0.11402941176470588,13.647058823529411,9.617647058823529,1.7808470588235294,34,64,69,44,25,1.8823529411764706,2,1,0,1,1,Greuther Fürth
2020/21,2472,1.4636060606060606,1.3669636363636364,0.0966424242424242,0.126206390892416,0.12485998030118473,0.1269090909090909,0.13003030303030305,12.272727272727273,12.121212121212121,1.4257939393939394,33,49,48,43,5,1.4848484848484849,8,0,0,0,0,Karlsruher SC
2020/21,2480,1.1915676470588235,1.37425,-0.1826823529411765,0.11426521671046126,0.10405514529423951,0.11444117647058824,0.1358235294117647,11.970588235294118,10.617647058823529,1.3113882352941177,34,38,37,50,-13,1.1176470588235294,14,0,0,0,0,Jahn Regensburg
2020/21,2491,1.3863176470588234,1.4396441176470587,-0.05332647058823531,0.13002972792214268,0.10837541151767591,0.11761764705882354,0.13567647058823532,13.117647058823529,11.764705882352942,1.3775764705882354,34,47,53,45,8,1.3823529411764706,9,0,0,0,0,Paderborn
2020/21,2493,0.8762606060606061,1.3547424242424242,-0.4784818181818182,0.08683084923799414,0.12130129815544714,0.09824242424242424,0.13363636363636364,9.909090909090908,11.424242424242424,0.9995909090909091,33,31,29,56,-27,0.9393939393939394,17,0,0,0,0,Eintracht Braunschweig
2020/21,2495,1.5682470588235293,1.6018147058823529,-0.03356764705882356,0.12846762071479262,0.1251397198998027,0.1323235294117647,0.12726470588235295,12.588235294117647,13.058823529411764,1.3981176470588235,34,47,51,56,-5,1.3823529411764706,10,0,0,0,0,St. Pauli
2020/21,2496,1.22715,1.2113176470588234,0.01583235294117648,0.1116009717277714,0.11711044891974073,0.1416470588235294,0.10473529411764705,10.735294117647058,11.764705882352942,1.5633558823529412,34,62,57,35,22,1.8235294117647058,3,0,1,1,1,Holstein Kiel
2020/21,2501,0.9844588235294118,1.4406852941176471,-0.45622647058823534,0.09017924393003444,0.12805424889216535,0.11129411764705882,0.12576470588235295,10.058823529411764,13.058823529411764,1.064829411764706,34,33,35,58,-23,0.9705882352941176,16,0,0,0,0,Osnabrück
2020/21,2502,1.5728470588235293,1.0420205882352942,0.5308264705882353,0.13073023201027048,0.11019823511660032,0.13505882352941176,0.1295294117647059,11.588235294117647,10.029411764705882,1.5727088235294118,34,56,55,46,9,1.6470588235294117,5,0,0,0,1,Fortuna Düsseldorf
2020/21,2520,1.5450794117647058,1.4318735294117648,0.11320588235294118,0.12100410250951166,0.12456020194871745,0.1356764705882353,0.133,12.676470588235293,12.470588235294118,1.4509705882352941,34,51,63,55,8,1.5,6,0,0,0,1,Darmstadt 98
2020/21,2658,1.405564705882353,1.1935235294117648,0.21204117647058826,0.10420715704763853,0.10153193053905488,0.12729411764705884,0.11144117647058824,12.147058823529411,11.529411764705882,1.5518970588235295,34,51,49,49,0,1.5,7,0,0,0,0,Heidenheim
2020/21,2694,1.3087676470588236,1.5898941176470587,-0.2811264705882353,0.11102937400026618,0.12865134601235037,0.13623529411764704,0.12449999999999999,10.441176470588236,13.529411764705882,1.2481323529411765,34,34,41,60,-19,1.0,15,0,0,0,0,Sandhausen
2020/21,2850,1.0917970588235293,1.7475323529411764,-0.6557352941176471,0.09548407603062146,0.13522180182722246,0.11794117647058823,0.14452941176470588,10.088235294117647,12.911764705882353,1.0040352941176471,34,25,37,69,-32,0.7352941176470589,18,0,0,0,0,Würzburger Kickers
2021/22,2443,1.8207323529411763,1.2886882352941176,0.5320441176470587,0.16464252700965235,0.10105318248378319,0.12273529411764705,0.12338235294117648,15.941176470588236,10.647058823529411,1.7559647058823529,34,63,65,43,22,1.8529411764705883,2,1,0,1,1,Werder Bremen
2021/22,2449,1.9782705882352942,1.1853382352941177,0.7929323529411764,0.1510423400456806,0.11143209205057696,0.1278529411764706,0.10176470588235294,15.794117647058824,11.852941176470589,1.8644970588235292,34,65,72,44,28,1.911764705882353,1,1,0,1,1,Schalke 04
2021/22,2450,2.037979411764706,1.1740029411764705,0.8639764705882352,0.1690778914575306,0.1125069326521594,0.1521470588235294,0.11673529411764705,14.852941176470589,11.029411764705882,1.9681794117647058,34,60,67,35,32,1.7647058823529411,3,0,1,1,1,Hamburger SV
2021/22,2452,1.405070588235294,1.3429764705882352,0.06209411764705883,0.12326149467969483,0.11789316879957207,0.1196470588235294,0.12308823529411766,12.0,11.941176470588236,1.4006088235294119,34,41,41,52,-11,1.2058823529411764,13,0,0,0,0,Hansa Rostock
2021/22,2455,1.2284029411764708,1.3349911764705882,-0.10658823529411761,0.11371112935875866,0.1344732844624047,0.09888235294117648,0.0986764705882353,11.882352941176471,13.323529411764707,1.3077735294117647,34,42,35,49,-14,1.2352941176470589,11,0,0,0,0,Hannover 96
2021/22,2458,1.3021441176470587,1.6113117647058823,-0.3091676470588235,0.12718467713955678,0.13753884476594005,0.1108235294117647,0.11835294117647059,13.117647058823529,13.852941176470589,1.2588294117647059,34,51,49,49,0,1.5,8,0,0,0,0,Nürnberg
2021/22,2468,1.1356735294117648,1.5612117647058823,-0.42553823529411755,0.1006097557050923,0.15177778987272172,0.10541176470588236,0.12488235294117649,11.088235294117647,13.117647058823529,1.0766764705882352,34,26,32,72,-40,0.7647058823529411,17,0,0,0,0,Erzgebirge Aue
2021/22,2472,1.4365235294117646,1.5740176470588234,-0.13749411764705882,0.13403708647037677,0.14700490926946067,0.11629411764705883,0.11658823529411765,12.764705882352942,14.176470588235293,1.2827558823529412,34,41,54,55,-1,1.2058823529411764,12,0,0,0,0,Karlsruher SC
2021/22,2478,1.1670176470588236,1.5921823529411765,-0.42516470588235294,0.11213633228915759,0.12762090935266887,0.10770588235294118,0.11814705882352942,10.911764705882353,13.882352941176471,1.1586823529411765,34,32,33,46,-13,0.9411764705882353,16,0,0,0,0,Dynamo Dresden
2021/22,2480,1.3160441176470588,1.5002088235294118,-0.18416470588235292,0.12045692995214974,0.1340618304194712,0.10367647058823529,0.12067647058823529,13.647058823529411,12.705882352941176,1.2873823529411765,34,40,50,51,-1,1.1764705882352942,15,0,0,0,0,Jahn Regensburg
2021/22,2491,1.3238970588235295,1.3499794117647057,-0.026082352941176466,0.12426596908170726,0.13633922935162388,0.11229411764705882,0.10455882352941176,12.588235294117647,14.176470588235293,1.3093735294117648,34,51,56,44,12,1.5,7,0,0,0,0,Paderborn
2021/22,2495,1.4100382352941176,1.557035294117647,-0.14699705882352945,0.14375667279738605,0.12827961164472937,0.1198235294117647,0.12879411764705884,13.058823529411764,11.794117647058824,1.4334029411764706,34,57,61,46,15,1.6764705882352942,5,0,0,0,1,St. Pauli
2021/22,2496,1.3324235294117646,1.4792676470588235,-0.14684411764705885,0.1344740654574352,0.14425421789135592,0.11623529411764706,0.11414705882352942,12.529411764705882,13.794117647058824,1.2850941176470587,34,45,46,54,-8,1.3235294117647058,9,0,0,0,0,Holstein Kiel
2021/22,2502,1.3749617647058823,1.1847882352941177,0.19017352941176474,0.13839441457108242,0.12009016963734649,0.10735294117647058,0.11514705882352941,13.235294117647058,11.676470588235293,1.4146264705882352,34,44,45,42,3,1.2941176470588236,10,0,0,0,0,Fortuna Düsseldorf
2021/22,2520,1.7613117647058822,1.3274235294117647,0.43388823529411763,0.14927497002673235,0.11250922336982022,0.12014705882352941,0.11835294117647059,15.205882352941176,11.794117647058824,1.628535294117647,34,60,71,46,25,1.7647058823529411,4,0,0,0,1,Darmstadt 98
2021/22,2579,1.0514999999999999,1.6201999999999999,-0.5687,0.10880394874427242,0.14099109246438823,0.10479411764705883,0.11294117647058823,10.617647058823529,14.529411764705882,1.045208823529412,34,21,30,65,-35,0.6176470588235294,18,0,0,0,0,Ingolstadt
2021/22,2658,1.3723735294117647,1.1872235294117648,0.18515,0.12337142226899997,0.12397028381568742,0.10935294117647058,0.1008235294117647,12.911764705882353,12.558823529411764,1.4630176470588234,34,52,43,45,-2,1.5294117647058822,6,0,0,0,1,Heidenheim
2021/22,2694,1.0559588235294117,1.6394764705882354,-0.5835176470588236,0.09973733683318751,0.15644219158474298,0.12220588235294118,0.12032352941176472,9.205882352941176,14.5,1.0197382352941178,34,41,42,54,-12,1.2058823529411764,14,0,0,0,0,Sandhausen
2022/23,2450,1.7338794117647058,1.3471441176470589,0.38673529411764707,0.1622973249859247,0.13804009807709558,0.13373529411764706,0.11102941176470588,13.823529411764707,11.852941176470589,1.6877029411764706,34,66,70,45,25,1.9411764705882353,3,0,1,1,1,Hamburger SV
2022/23,2452,1.0433735294117648,1.4123470588235296,-0.36897352941176476,0.11398197479443371,0.13298610716514864,0.09341176470588236,0.11332352941176471,11.029411764705882,13.676470588235293,1.0926705882352943,34,41,32,48,-16,1.2058823529411764,13,0,0,0,0,Hansa Rostock
2022/23,2455,1.265591176470588,1.6696647058823528,-0.4040735294117648,0.11784056956102079,0.14054385321716195,0.1196470588235294,0.12091176470588234,11.176470588235293,14.970588235294118,1.1582147058823529,34,44,50,55,-5,1.2941176470588236,10,0,0,0,0,Hannover 96
2022/23,2456,1.398829411764706,1.2188029411764707,0.18002647058823532,0.11864495547298244,0.12079467819465556,0.13173529411764706,0.1095,11.647058823529411,12.176470588235293,1.5337029411764704,34,45,47,48,-1,1.3235294117647058,9,0,0,0,0,Kaiserslautern
2022/23,2458,0.9976823529411765,1.289064705882353,-0.2913823529411765,0.1102135522449789,0.12679925662777342,0.08973529411764707,0.10297058823529412,12.058823529411764,12.205882352941176,1.2334823529411765,34,39,32,49,-17,1.1470588235294117,14,0,0,0,0,Nürnberg
2022/23,2459,1.3606352941176472,1.4819911764705882,-0.12135588235294117,0.12417527455816083,0.13344267410426286,0.11370588235294118,0.12023529411764707,12.264705882352942,13.882352941176471,1.2686176470588235,34,34,50,62,-12,1.0,16,0,0,0,0,Arminia Bielefeld
2022/23,2469,1.3092735294117648,1.2033352941176472,0.10593823529411765,0.11978296040715343,0.10947126274691994,0.12023529411764707,0.1285,12.0,10.705882352941176,1.3997852941176472,34,41,47,50,-3,1.2058823529411764,12,0,0,0,0,Greuther Fürth
2022/23,2472,1.519685294117647,1.249379411764706,0.27030588235294123,0.15056388821299493,0.12467835491298063,0.12720588235294117,0.10194117647058824,12.911764705882353,12.764705882352942,1.5393676470588233,34,46,56,53,3,1.3529411764705883,7,0,0,0,0,Karlsruher SC
2022/23,2480,1.1713823529411764,1.4218735294117646,-0.2504911764705882,0.109870575689346,0.13259517349707664,0.1128529411764706,0.12605882352941175,10.823529411764707,12.117647058823529,1.231529411764706,34,31,34,58,-24,0.9117647058823529,17,0,0,0,0,Jahn Regensburg
2022/23,2491,1.8924911764705883,1.2717676470588235,0.6207235294117647,0.1502772006386201,0.12316550125616663,0.13741176470588234,0.11599999999999999,15.117647058823529,11.411764705882353,1.763105882352941,34,55,68,44,24,1.6176470588235294,6,0,0,0,1,Paderborn
