saison,team_id,CC1_npxg,CC1d_npxg_gegen,npxg_diff,CC2_box_zugriffsrate,CC2d_box_zugriffsrate_gegen,CC3_abschlussqualitaet,CC3d_abschlussqualitaet_gegen,wy_totals_general_shots,schuesse_gegen,xpoints,spiele,punkte,tore,gegentore,tordifferenz,ppg,platz,aufsteiger,relegation,top3,top6,team
2022/23,2493,1.2458735294117647,1.608635294117647,-0.36276176470588234,0.12293477511447959,0.14583766180155713,0.10697058823529412,0.12888235294117645,12.176470588235293,13.176470588235293,1.123664705882353,34,36,42,59,-17,1.0588235294117647,15,0,0,0,0,Eintracht Braunschweig
2022/23,2495,1.457244117647059,0.9849823529411765,0.4722617647058823,0.14738348930696782,0.10589402652487662,0.10473529411764705,0.10805882352941176,14.264705882352942,10.352941176470589,1.6559235294117647,34,58,55,39,16,1.7058823529411764,5,0,0,0,1,St. Pauli
2022/23,2496,1.5707970588235294,1.5255617647058823,0.045235294117647096,0.13817783241264314,0.1438117880009435,0.12938235294117648,0.1198235294117647,13.647058823529411,13.441176470588236,1.4476176470588236,34,46,58,61,-3,1.3529411764705883,8,0,0,0,0,Holstein Kiel
2022/23,2502,1.4926558823529412,1.2760117647058824,0.21664411764705885,0.1438405932409649,0.12410226675548411,0.13305882352941176,0.12705882352941178,13.117647058823529,11.588235294117647,1.5739588235294117,34,58,60,43,17,1.7058823529411764,4,0,0,0,1,Fortuna Düsseldorf
2022/23,2520,1.4909264705882352,1.1528617647058823,0.33806470588235293,0.14594663199657923,0.1020769975689999,0.12311764705882353,0.11623529411764706,12.970588235294118,10.852941176470589,1.5748235294117645,34,67,50,33,17,1.9705882352941178,2,1,0,1,1,Darmstadt 98
2022/23,2526,1.3066058823529412,1.702505882352941,-0.39590000000000003,0.12407509391697129,0.14552848045444378,0.1071764705882353,0.12220588235294118,13.0,14.264705882352942,1.1600970588235295,34,43,48,55,-7,1.2647058823529411,11,0,0,0,0,Magdeburg
2022/23,2658,1.3946500000000002,1.1673117647058824,0.2273382352941177,0.12050942512613831,0.1134500817725466,0.11547058823529412,0.10661764705882353,13.0,10.941176470588236,1.5670588235294118,34,67,67,36,31,1.9705882352941178,1,1,0,1,1,Heidenheim
2022/23,2694,0.97925,1.647585294117647,-0.668335294117647,0.09166232537794218,0.14896018038020878,0.11320588235294118,0.13344117647058823,9.029411764705882,13.676470588235293,0.9239882352941176,34,28,35,63,-28,0.8235294117647058,18,0,0,0,0,Sandhausen
2023/24,2449,1.4409470588235294,1.5680558823529414,-0.12710882352941177,0.1421326484810085,0.13378858352179354,0.11652941176470588,0.12455882352941178,13.294117647058824,12.705882352941176,1.3353382352941177,34,43,53,60,-7,1.2647058823529411,10,0,0,0,0,Schalke 04
2023/24,2450,1.8131735294117648,1.4092441176470587,0.40392941176470587,0.16849278319726527,0.12823226655459619,0.13370588235294117,0.1353529411764706,14.882352941176471,11.705882352941176,1.6132264705882353,34,58,64,44,20,1.7058823529411764,4,0,0,0,1,Hamburger SV
2023/24,2452,1.2734970588235295,1.85355,-0.5800529411764707,0.11508093239799558,0.14202893766233068,0.11211764705882353,0.1342941176470588,11.588235294117647,14.323529411764707,1.1096941176470587,34,31,30,57,-27,0.9117647058823529,17,0,0,0,0,Hansa Rostock
2023/24,2455,1.5860764705882353,1.1740176470588235,0.41205882352941176,0.1352610937602877,0.12216572804688985,0.12714705882352942,0.11061764705882353,13.823529411764707,11.5,1.672029411764706,34,52,59,44,15,1.5294117647058822,6,0,0,0,1,Hannover 96
2023/24,2456,1.841694117647059,1.3862058823529413,0.4554882352941177,0.12913571478767888,0.13193690397894428,0.1366176470588235,0.1323235294117647,13.382352941176471,12.382352941176471,1.503614705882353,34,39,59,64,-5,1.1470588235294117,13,0,0,0,0,Kaiserslautern
2023/24,2457,1.5166058823529411,1.536070588235294,-0.01946470588235296,0.14264287774009793,0.14907317073527504,0.1371764705882353,0.11817647058823529,12.117647058823529,13.941176470588236,1.402544117647059,34,48,69,59,10,1.411764705882353,9,0,0,0,0,Hertha BSC
2023/24,2458,1.226314705882353,1.6155794117647058,-0.3892647058823529,0.11814361308544784,0.17103657750627124,0.12291176470588236,0.11188235294117647,11.647058823529411,15.117647058823529,1.211164705882353,34,40,43,64,-21,1.1764705882352942,12,0,0,0,0,Nürnberg
2023/24,2469,1.3747029411764706,1.3572058823529414,0.017497058823529425,0.13467641898898255,0.11643128986042149,0.1223529411764706,0.1313235294117647,12.764705882352942,11.294117647058824,1.4246764705882353,34,50,50,49,1,1.4705882352941178,8,0,0,0,0,Greuther Fürth
2023/24,2472,1.7198823529411764,1.5041117647058824,0.21577058823529416,0.17100966069060491,0.13865914139167537,0.13097058823529412,0.12126470588235294,13.764705882352942,12.941176470588236,1.5337676470588235,34,55,68,48,20,1.6176470588235294,5,0,0,0,1,Karlsruher SC
2023/24,2479,1.4548029411764705,1.4862794117647058,-0.03147647058823527,0.11388956503170583,0.14187007968083365,0.1223235294117647,0.11273529411764704,11.735294117647058,14.294117647058824,1.2341058823529412,34,32,36,50,-14,0.9411764705882353,16,0,0,0,0,Wehen Wiesbaden
2023/24,2488,1.3919735294117648,1.6521470588235294,-0.2601735294117647,0.12297691239496385,0.1411316075204005,0.12229411764705883,0.13538235294117645,12.0,13.382352941176471,1.1926529411764706,34,43,49,63,-14,1.2647058823529411,11,0,0,0,0,Elversberg
2023/24,2491,1.6190470588235293,1.5995470588235294,0.019499999999999948,0.146414552414815,0.1454588417172279,0.1292941176470588,0.12888235294117645,13.176470588235293,12.970588235294118,1.4084882352941177,34,52,54,54,0,1.5294117647058822,7,0,0,0,0,Paderborn
2023/24,2493,1.3108352941176469,1.349185294117647,-0.03835,0.12515410056642212,0.1465824839187763,0.11838235294117648,0.12076470588235294,11.588235294117647,13.323529411764707,1.2428529411764706,34,38,37,53,-16,1.1176470588235294,15,0,0,0,0,Eintracht Braunschweig
2023/24,2495,1.6383764705882353,1.0865764705882355,0.5518,0.1646270208244416,0.10545231330953755,0.11694117647058823,0.13452941176470587,14.794117647058824,8.558823529411764,1.752905882352941,34,69,62,36,26,2.0294117647058822,1,1,0,1,1,St. Pauli
2023/24,2496,1.5603058823529412,1.4082029411764707,0.15210294117647058,0.1398466556521623,0.13490936598795017,0.1288235294117647,0.11332352941176471,13.676470588235293,13.588235294117647,1.5080352941176471,34,68,65,39,26,2.0,2,1,0,1,1,Holstein Kiel
2023/24,2501,1.0801529411764705,1.8525441176470587,-0.7723911764705883,0.12218679105013919,0.16378789351572748,0.1278235294117647,0.13541176470588234,10.529411764705882,14.617647058823529,0.9677911764705882,34,28,31,69,-38,0.8235294117647058,18,0,0,0,0,Osnabrück
2023/24,2502,1.6197205882352943,1.1210441176470587,0.4986764705882352,0.16039546745093647,0.14237261950254787,0.13370588235294117,0.10829411764705882,13.735294117647058,10.941176470588236,1.7619500000000001,34,63,72,40,32,1.8529411764705883,3,0,1,1,1,Fortuna Düsseldorf
2023/24,2526,1.203164705882353,1.7117058823529412,-0.5085411764705882,0.15089564446815143,0.14804464857190797,0.10744117647058823,0.13744117647058823,12.264705882352942,13.176470588235293,1.1532676470588237,34,38,46,54,-8,1.1176470588235294,14,0,0,0,0,Magdeburg
2024/25,2449,1.491070588235294,1.7025147058823529,-0.2114441176470589,0.1455064182142316,0.1488218235761551,0.12176470588235293,0.1381176470588235,12.382352941176471,12.558823529411764,1.2616529411764705,34,38,52,62,-10,1.1176470588235294,14,0,0,0,0,Schalke 04
2024/25,2450,1.7767529411764704,1.4908558823529412,0.2858970588235294,0.16946547593843428,0.16057596227619386,0.14611764705882352,0.12458823529411764,13.735294117647058,12.941176470588236,1.6038323529411764,34,59,78,44,34,1.7352941176470589,2,1,0,1,1,Hamburger SV
2024/25,2455,1.5268911764705881,1.4189088235294118,0.10798235294117649,0.145869355563881,0.13717377970856193,0.11926470588235294,0.11676470588235294,12.911764705882353,12.794117647058824,1.435173529411765,34,51,41,36,5,1.5,9,0,0,0,0,Hannover 96
2024/25,2456,1.566185294117647,1.6086294117647058,-0.042444117647058806,0.129361380225013,0.14377527533502946,0.12461764705882353,0.13944117647058824,13.382352941176471,12.5,1.3713,34,53,56,55,1,1.5588235294117647,7,0,0,0,0,Kaiserslautern
2024/25,2457,1.4091264705882354,1.2005676470588236,0.2085588235294118,0.15956153836254378,0.12048586721407173,0.1213235294117647,0.12188235294117647,12.147058823529411,11.029411764705882,1.463885294117647,34,44,49,51,-2,1.2941176470588236,11,0,0,0,0,Hertha BSC
2024/25,2458,1.4186235294117648,1.4846441176470588,-0.06602058823529412,0.13079633730448584,0.16210697032476534,0.1401470588235294,0.12091176470588234,11.147058823529411,13.205882352941176,1.341764705882353,34,48,60,57,3,1.411764705882353,10,0,0,0,0,Nürnberg
2024/25,2463,1.7556264705882352,1.1205117647058824,0.635114705882353,0.18884844781752558,0.11593746070548859,0.12394117647058825,0.12297058823529412,15.058823529411764,9.676470588235293,1.7688529411764706,34,61,53,38,15,1.7941176470588236,1,1,0,1,1,Köln
2024/25,2469,1.3560617647058824,1.5112911764705883,-0.1552294117647059,0.1302591733764663,0.14949733227987325,0.12120588235294119,0.1302941176470588,12.058823529411764,12.529411764705882,1.3042794117647059,34,39,45,59,-14,1.1470588235294117,13,0,0,0,0,Greuther Fürth
2024/25,2472,1.4271470588235295,1.399314705882353,0.027832352941176502,0.15187629631799232,0.14856156353581393,0.13047058823529412,0.12073529411764707,11.705882352941176,13.617647058823529,1.2810176470588235,34,52,57,55,2,1.5294117647058822,8,0,0,0,0,Karlsruher SC
2024/25,2480,0.9881529411764706,1.7994323529411764,-0.8112794117647059,0.10221463574790628,0.15148199027466763,0.11032352941176471,0.1509705882352941,10.294117647058824,13.382352941176471,0.8009794117647059,34,25,23,71,-48,0.7352941176470589,18,0,0,0,0,Jahn Regensburg
2024/25,2488,1.3852911764705882,1.222314705882353,0.16297647058823528,0.13778503953889576,0.12629987761296854,0.11176470588235293,0.11476470588235295,13.441176470588236,11.264705882352942,1.5268794117647058,34,58,64,37,27,1.7058823529411764,3,0,1,1,1,Elversberg
2024/25,2491,1.5881676470588235,1.2178088235294118,0.37035882352941174,0.15851458011195232,0.12100619992855416,0.12926470588235295,0.12470588235294118,13.705882352941176,11.058823529411764,1.6838441176470589,34,55,56,46,10,1.6176470588235294,4,0,0,0,1,Paderborn
2024/25,2493,1.2050705882352941,1.6654529411764705,-0.4603823529411764,0.10905136538940059,0.15607557626555638,0.11064705882352942,0.124,11.411764705882353,14.117647058823529,1.1110264705882353,34,35,38,64,-26,1.0294117647058822,16,0,0,0,0,Eintracht Braunschweig
2024/25,2498,1.3485235294117648,1.2656735294117647,0.08284999999999998,0.1320365151218098,0.14091170903989875,0.128,0.10526470588235294,11.147058823529411,12.529411764705882,1.4491029411764706,34,36,40,43,-3,1.0588235294117647,15,0,0,0,0,Preußen Münster
2024/25,2502,1.3185176470588236,1.5677970588235295,-0.2492794117647059,0.1325024514130763,0.16073040603418068,0.13164705882352942,0.12473529411764706,11.529411764705882,13.911764705882353,1.2670470588235294,34,53,57,52,5,1.5588235294117647,6,0,0,0,1,Fortuna Düsseldorf
2024/25,2508,1.1076323529411765,1.4174941176470588,-0.30986176470588234,0.1189052464675988,0.1453681725117305,0.1148235294117647,0.11847058823529413,11.264705882352942,12.970588235294118,1.210914705882353,34,30,36,48,-12,0.8823529411764706,17,0,0,0,0,Ulm
2024/25,2520,1.5908941176470588,1.2478647058823529,0.3430294117647059,0.15017875538264494,0.13489539525606103,0.1273235294117647,0.10623529411764707,13.588235294117647,12.029411764705882,1.6419588235294118,34,42,56,55,1,1.2352941176470589,12,0,0,0,0,Darmstadt 98
2024/25,2526,1.5268588235294118,1.4455176470588234,0.08134117647058829,0.16355268192942507,0.1325803323437127,0.12238235294117646,0.1301764705882353,13.470588235294118,12.264705882352942,1.4089558823529411,34,53,64,52,12,1.5588235294117647,5,0,0,0,1,Magdeburg
2025/26,2448,1.5138058823529412,1.4955029411764704,0.01830294117647057,0.15142100441977485,0.15043895694113746,0.12817647058823528,0.1301764705882353,13.176470588235293,12.529411764705882,1.4000235294117647,34,44,49,47,2,1.2941176470588236,9,0,0,0,0,Bochum
2025/26,2449,1.6077676470588234,0.9412941176470587,0.6664735294117647,0.14757694542663602,0.09710701230411467,0.132,0.11614705882352942,12.970588235294118,8.647058823529411,1.8148823529411766,34,70,50,31,19,2.0588235294117645,1,1,0,1,1,Schalke 04
2025/26,2455,1.7337882352941176,1.2957176470588236,0.43807058823529416,0.1730031113493243,0.12390195728675024,0.1504705882352941,0.12023529411764707,13.205882352941176,11.382352941176471,1.70975,34,60,60,44,16,1.7647058823529411,4,0,0,0,1,Hannover 96
2025/26,2456,1.3937,1.4591941176470589,-0.06549411764705883,0.1270965775415711,0.14437542408876608,0.12155882352941176,0.11802941176470588,11.852941176470589,13.411764705882353,1.3351235294117647,34,52,52,47,5,1.5294117647058822,6,0,0,0,1,Kaiserslautern
2025/26,2457,1.3753441176470587,1.5986882352941176,-0.22334411764705883,0.13730143909039225,0.15610346047453966,0.12844117647058823,0.1213235294117647,11.852941176470589,13.617647058823529,1.3432088235294117,34,51,47,44,3,1.5,7,0,0,0,0,Hertha BSC
2025/26,2458,1.4748470588235294,1.4247441176470588,0.05010294117647057,0.14457083181104663,0.1461873546467496,0.13644117647058823,0.1264705882352941,12.323529411764707,11.970588235294118,1.4397352941176471,34,46,47,45,2,1.3529411764705883,8,0,0,0,0,Nürnberg
2025/26,2459,1.4050470588235293,1.4114470588235293,-0.006399999999999987,0.14853299549765672,0.13297184438032686,0.10952941176470589,0.13170588235294117,13.941176470588236,11.676470588235293,1.441914705882353,34,39,53,51,2,1.1470588235294117,13,0,0,0,0,Arminia Bielefeld
2025/26,2469,1.2461090909090908,1.6161181818181818,-0.3700090909090909,0.11246191289179965,0.16430827221757655,0.12451515151515151,0.12063636363636364,11.06060606060606,14.06060606060606,1.1371787878787878,33,37,48,64,-16,1.121212121212121,15,0,0,0,0,Greuther Fürth
2025/26,2472,1.2650636363636365,1.8657818181818182,-0.6007181818181819,0.13630809431352928,0.1622830473691496,0.1173939393939394,0.12554545454545454,11.181818181818182,15.484848484848484,1.0737303030303031,33,41,49,63,-14,1.2424242424242424,12,0,0,0,0,Karlsruher SC
2025/26,2478,1.5102176470588236,1.394064705882353,0.11615294117647057,0.13416250639737826,0.1519737158764248,0.12970588235294117,0.12088235294117648,12.294117647058824,12.852941176470589,1.3606764705882353,34,41,54,53,1,1.2058823529411764,10,0,0,0,0,Dynamo Dresden
2025/26,2488,1.6481058823529413,1.2645176470588235,0.3835882352941177,0.16883632388790884,0.12079989137991859,0.12844117647058823,0.12770588235294117,14.323529411764707,10.0,1.6901676470588234,34,62,64,39,25,1.8235294117647058,2,1,0,1,1,Elversberg
2025/26,2491,1.8760823529411765,1.3238323529411764,0.55225,0.1632389564650055,0.13048599635617433,0.14094117647058824,0.12108823529411765,14.411764705882353,11.382352941176471,1.737644117647059,34,62,59,45,14,1.8235294117647058,3,0,1,1,1,Paderborn
2025/26,2493,1.1913,1.4609470588235296,-0.2696470588235294,0.1227328776429026,0.14757306999110628,0.10670588235294118,0.13208823529411765,11.470588235294118,12.117647058823529,1.2111764705882353,34,37,36,54,-18,1.088235294117647,16,0,0,0,0,Eintracht Braunschweig
2025/26,2496,1.15205,1.509770588235294,-0.3577205882352941,0.1240013231730306,0.145489097916208,0.11917647058823529,0.13117647058823528,11.117647058823529,13.029411764705882,1.1413529411764705,34,41,44,48,-4,1.2058823529411764,11,0,0,0,0,Holstein Kiel
2025/26,2498,1.2079235294117647,1.7193264705882352,-0.5114029411764707,0.12173024835226025,0.14332445766701837,0.10894117647058824,0.14747058823529413,11.029411764705882,13.088235294117647,1.0241264705882351,34,30,38,61,-23,0.8823529411764706,18,0,0,0,0,Preußen Münster
2025/26,2502,1.2796323529411764,1.358885294117647,-0.07925294117647057,0.1301174289288481,0.14707321772441642,0.11108823529411765,0.11261764705882353,11.735294117647058,13.117647058823529,1.2551617647058824,34,37,33,53,-20,1.088235294117647,17,0,0,0,0,Fortuna Düsseldorf
2025/26,2520,1.742323529411765,1.542429411764706,0.19989411764705883,0.15504638994506612,0.14788561619321786,0.1332941176470588,0.12014705882352941,13.088235294117647,14.0,1.4816647058823529,34,52,57,45,12,1.5294117647058822,5,0,0,0,1,Darmstadt 98
2025/26,2526,1.617364705882353,1.5867617647058823,0.030602941176470593,0.16421484392361774,0.15236028037301808,0.1251764705882353,0.12867647058823528,14.294117647058824,13.176470588235293,1.3903676470588235,34,39,52,58,-6,1.1470588235294117,14,0,0,0,0,Magdeburg
